application_id,applicant_name,applicant_age,gender,monthly_income,loan_amount_requested,loan_purpose,employment_type,credit_score,existing_loans_count,loan_tenure_months,interest_rate_pct,bank_name,application_date,approval_status,default_status,city
LN345239,Applicant Gupta,37,M,445795,4342000,Loan Against Property,Self Employed,797,1,48,14.07,Axis Bank,31-01-2023,Approved,No,New Delhi
LN193919,Applicant Verma,59,M,402202,3141000,Medical Emergency Loan,Government Employee,877,2,36,19.02,Canara Bank,31/01/2023,Approved,No,Bengaluru
LN970881,Applicant Kumar,34,F,468832,4975000,Gold Loan,,531,1,240,8.73,Yes Bank,1/31/2023,Rejected,NA,mumbai
LN535845,Applicant Patel,27,F,19809,182000,Education Loan,Self Employed,369,1,36,23.29,SBI,31-01-2023,Rejected,NA,New Delhi
LN811083,Applicant Gupta,26,F,74912,361000,Gold Loan,Self Employed,667,2,48,,IDFC First Bank,1/2/2023,Approved,No,Chennai
LN802648,Applicant Verma,32,M,480195,3719000,Home Loan,Govt Employee,787,1,180,21.64,Canara Bank,2/1/2023,Approved,No,New Delhi
LN173687,Applicant Gupta,54,F,72880,155000,Gold Loan,,702,2,60,15.51,ICICI Bank,1/2/2023,Approved,No,New Delhi
LN196048,Applicant Mehta,21,F,64054,433000,Education Loan,Freelancer,652,0,120,8.01,Axis Bank,2/2/2023,Pending,NA,Bengaluru
LN685298,Applicant Singh,49,F,63997,183000,Education Loan,Salaried,869,4,84,15.62,Canara Bank,2/2/2023,Approved,No,New Delhi
LN542077,Applicant Singh,48,F,116609,733000,personal loan,freelancer,346,0,12,19.48,Canara Bank,2/2/2023,Rejected,NA,Lucknow
LN637291,Applicant Patel,25,M,66059,205000,Car Loan,Freelancer,615,0,24,8.58,IDFC First Bank,2/2/2023,Pending,NA,Kolkata
LN927972,Applicant Sharma,41,F,67380,779000,Home Loan,Business Owner,432,,60,,Federal Bank,2/3/2023,Rejected,NA,pune
LN230971,Applicant Verma,59,M,152516,1103000,Gold Loan,Self Employed,884,1,36,8.4,HDFC Bank,3/2/2023,Approved,No,Jaipur
LN665623,Applicant Kumar,58,M,59711,665000,Home loan,Salaried,516,,180,9.48,IndusInd Bank,3/2/2023,Rejected,NA,New Delhi
LN147782,Applicant Verma,54,M,310893,691000,Two Wheeler Loan,Business Owner,590,2,180,17.64,Axis Bank,2/4/2023,Rejected,NA,Chennai
LN381505,Applicant Verma,41,M,203950,1708000,Loan Against Property,freelancer,836,,24,21.93,Punjab National Bank,4/2/2023,Approved,No,Mumbai
LN178269,Applicant Verma,44,F,407477,2066000,Gold Loan,SALARIED,481,2,84,15.27,Canara Bank,4/2/2023,Rejected,NA,Bengaluru
LN735915,Applicant Sharma,33,F,17443,110000,HOME LOAN,,773,2,120,20.84,Axis Bank,2/4/2023,Approved,No,New Delhi
LN358006,Applicant Singh,43,M,29262,314000,car loan,Freelancer,566,0,120,14.08,Canara Bank,5/2/2023,Rejected,NA,Hyderabad
LN801636,Applicant Verma,52,F,318340,3756000,HOME LOAN,SALARIED,546,3,36,21.61,Bank of Baroda,5/2/2023,Approved,No,Mumbai
LN921813,Applicant Mehta,28,F,33093,148000,Loan Against Property,Retired,669,4,240,10.1,Canara Bank,2/5/2023,Rejected,NA,Pune
LN748039,Applicant Sharma,31,M,188212,2161000,Education Loan,SALARIED,614,3,120,16.97,Federal Bank,6/2/2023,Rejected,NA,New Delhi
LN313476,Applicant Yadav,33,M,23154,206000,Personal Loan,Business Owner,867,1,12,16.08,Axis Bank,6/2/2023,Approved,No,Lucknow
LN344047,Applicant Singh,40,F,54262,625000,HOME LOAN,self-employed,751,0,240,9.2,HDFC Bank,2/6/2023,Approved,No,chennai
LN965608,Applicant Kumar,21,M,40831,311000,Home loan,Self Employed,672,3,84,11.43,Axis Bank,6/2/2023,Approved,No,New Delhi
LN270720,Applicant Gupta,22,F,108151,1255000,HOME LOAN,,639,0,84,15.5,Kotak Mahindra,7/2/2023,Approved,Yes,pune
LN670020,Applicant Yadav,31,F,284923,3113000,Home loan,Business Owner,566,2,120,,Axis Bank,2/7/2023,Rejected,NA,Mumbai
LN619584,Applicant Reddy,50,M,148487,488000,Two Wheeler Loan,freelancer,624,1,24,22.43,IDFC First Bank,7/2/2023,Approved,No,Bengaluru
LN810144,Applicant Verma,25,M,488288,2494000,HOME LOAN,Salaried,574,3,24,19.64,Canara Bank,8/2/2023,Approved,No,Chennai
LN232782,Applicant Gupta,27,M,65585,291000,Business Loan,Government Employee,670,4,48,12.33,Yes Bank,2/8/2023,Approved,Yes,Jaipur
LN394564,Applicant Yadav,44,M,38927,301000,Home Loan,Homemaker,641,2,24,9.2,Kotak Mahindra,8/2/2023,Rejected,NA,Jaipur
LN248616,Applicant Singh,51,F,203257,2038000,HOME LOAN,Salaried,722,2,120,16.17,IndusInd Bank,8/2/2023,Approved,No,pune
LN597937,Applicant Verma,50,F,428980,4116000,personal loan,Self Employed,650,1,240,13.18,Bank of Baroda,2/9/2023,Rejected,NA,New Delhi
LN804340,Applicant Joshi,63,M,106170,984000,Home loan,Freelancer,566,2,24,16.79,Bank of Baroda,9/2/2023,Approved,No,New Delhi
LN277835,Applicant Mehta,35,M,24888,143000,Loan Against Property,Business Owner,762,2,12,14.07,Federal Bank,9/2/2023,Approved,No,pune
LN443501,Applicant Yadav,56,M,118635,403000,Two Wheeler Loan,Business Owner,836,3,12,13.76,Kotak Mahindra,2/10/2023,Approved,No,Hyderabad
LN313222,Applicant Kumar,30,M,171170,703000,HOME LOAN,SALARIED,771,2,24,22.55,ICICI Bank,10/2/2023,Approved,No,Mumbai
LN712582,Applicant Gupta,21,M,55003,518000,Personal Loan,,576,1,36,18.51,Canara Bank,10/2/2023,Rejected,NA,Pune
LN299794,Applicant Kumar,27,M,29075,101000,Two Wheeler Loan,Self Employed,540,0,12,18.55,Axis Bank,2/10/2023,Rejected,NA,New Delhi
LN991589,Applicant Mehta,64,M,474341,2006000,Home loan,Govt Employee,889,1,180,9.71,ICICI Bank,11/2/2023,Approved,No,Bengaluru
LN587230,Applicant Sharma,46,F,124789,779000,Home Loan,Retired,413,1,84,13.93,Axis Bank,11/2/2023,Rejected,NA,Lucknow
LN495778,Applicant Joshi,63,F,315718,859000,Gold Loan,Government Employee,673,0,36,20.09,Federal Bank,2/11/2023,Approved,No,Bengaluru
LN315023,Applicant Patel,63,M,17049,70000,Home loan,SALARIED,589,3,240,16.85,SBI,12/2/2023,Rejected,NA,Chennai
LN414513,Applicant Yadav,50,M,185400,648000,Medical Emergency Loan,self-employed,408,4,48,15.1,Canara Bank,12/2/2023,Rejected,NA,Mumbai
LN735812,Applicant Verma,21,F,494299,5691000,Two Wheeler Loan,Freelancer,583,4,240,23.55,IndusInd Bank,2/12/2023,Rejected,NA,New Delhi
LN466355,Applicant Yadav,35,M,30207,118000,Loan Against Property,Freelancer,677,1,60,9.75,ICICI Bank,12/2/2023,Rejected,NA,New Delhi
LN555715,Applicant Joshi,40,M,149122,1583000,Car Loan,Self-Employed,861,3,240,10.15,Yes Bank,13/02/2023,Approved,No,Bengaluru
LN224111,Applicant Gupta,42,M,28121,89000,car loan,Homemaker,687,3,180,,Punjab National Bank,2/13/2023,Approved,No,Hyderabad
LN157347,Applicant Singh,45,M,58087,621000,Home Loan,Self-Employed,481,3,24,14.19,Axis Bank,13-02-2023,Rejected,NA,Bengaluru
LN359191,Applicant Yadav,56,M,36548,292000,Car Loan,freelancer,725,3,60,15.43,IndusInd Bank,13/02/2023,Approved,No,Mumbai
LN270092,Applicant Joshi,57,F,24874,261000,car loan,Homemaker,665,1,12,16.54,HDFC Bank,2/14/2023,Pending,NA,Bengaluru
LN529133,Applicant Mehta,47,M,37564,401000,Car Loan,Government Employee,836,2,12,9.6,ICICI Bank,14-02-2023,Approved,No,Jaipur
LN212144,Applicant Kumar,39,M,17433,139000,Home loan,salaried,675,4,36,11.96,SBI,14/02/2023,Rejected,NA,New Delhi
LN830850,Applicant Patel,39,F,61889,692000,Home Loan,Homemaker,555,4,12,16.36,Federal Bank,2/15/2023,Pending,NA,Pune
LN494936,Applicant Yadav,36,F,21028,165000,Car Loan,freelancer,372,0,84,10.69,Bank of Baroda,15-02-2023,Rejected,NA,Ahmedabad
LN973186,Applicant Joshi,41,M,18267,167000,Home loan,Homemaker,728,1,84,21.35,IndusInd Bank,15/02/2023,Approved,No,Lucknow
LN610000,Applicant Verma,53,F,170102,1048000,Gold Loan,,573,4,60,20.43,Federal Bank,2/15/2023,Approved,Yes,Mumbai
LN813836,Applicant Kumar,62,F,25516,284000,Business Loan,Freelancer,848,1,240,16.87,SBI,16-02-2023,Approved,No,New Delhi
LN704639,Applicant Yadav,51,M,19468,199000,Car Loan,Homemaker,676,1,48,15.67,IDFC First Bank,16/02/2023,Rejected,NA,pune
LN683348,Applicant Joshi,54,Other,77182,283000,HOME LOAN,SALARIED,837,,36,22.84,ICICI Bank,2/16/2023,Rejected,NA,Bengaluru
LN439315,Applicant Yadav,35,M,17811,138000,personal loan,salaried,411,0,36,19.91,Bank of Baroda,17-02-2023,Rejected,NA,Bengaluru
LN569916,Applicant Gupta,56,M,68138,747000,Medical Emergency Loan,,754,,12,8.13,ICICI Bank,17/02/2023,Approved,Yes,Kolkata
LN233495,Applicant Reddy,46,M,27324,271000,HOME LOAN,Salaried,653,4,48,11.19,ICICI Bank,2/17/2023,Pending,NA,Chennai
LN891674,Applicant Verma,50,M,26120,304000,Gold Loan,Government Employee,411,,120,8.7,ICICI Bank,17-02-2023,Rejected,NA,Ahmedabad
LN499947,Applicant Singh,51,M,67947,293000,Two Wheeler Loan,freelancer,562,0,180,23.91,Axis Bank,18/02/2023,Rejected,NA,New Delhi
LN739610,Applicant Sharma,45,F,123472,701000,Education Loan,Salaried,451,1,84,,Axis Bank,2/18/2023,Rejected,NA,Chennai
LN750329,Applicant Kumar,24,M,21668,153000,car loan,salaried,816,3,120,9.71,Canara Bank,18-02-2023,Approved,No,Chennai
LN797492,Applicant Singh,32,Other,200356,867000,Car Loan,,667,0,60,13.41,Kotak Mahindra,19/02/2023,Approved,No,New Delhi
LN309920,Applicant Gupta,39,F,17143,102000,Home Loan,Self Employed,487,1,180,23.67,ICICI Bank,2/19/2023,Rejected,NA,Hyderabad
LN590915,Applicant Joshi,29,F,59969,442000,car loan,Homemaker,582,0,36,9.86,Yes Bank,19-02-2023,Approved,No,Lucknow
LN522610,Applicant Joshi,45,M,77064,302000,Business Loan,Govt Employee,680,3,180,13.39,Federal Bank,19/02/2023,Rejected,NA,mumbai
LN287909,Applicant Joshi,61,M,445446,2034000,Education Loan,Salaried,503,2,120,12.05,Federal Bank,2/20/2023,Rejected,NA,Bengaluru
LN198670,Applicant Kumar,27,M,141240,459000,Car Loan,,887,2,240,20.54,Kotak Mahindra,20-02-2023,Approved,No,New Delhi
LN237361,Applicant Gupta,47,F,52473,479000,Business Loan,Retired,343,2,84,7.92,Federal Bank,20/02/2023,Rejected,NA,Bengaluru
LN835844,Applicant Gupta,63,M,31136,175000,personal loan,self-employed,745,3,24,23.12,IndusInd Bank,2/21/2023,Rejected,NA,Bengaluru
LN398695,Applicant Joshi,26,F,59545,250000,Home loan,,645,3,60,21.83,Punjab National Bank,21-02-2023,Pending,NA,Mumbai
LN237098,Applicant Joshi,55,M,51223,362000,Medical Emergency Loan,salaried,575,0,240,13.51,Axis Bank,21/02/2023,Rejected,NA,New Delhi
LN176612,Applicant Kumar,52,F,424086,1138000,personal loan,Government Employee,370,4,120,22.37,SBI,2/21/2023,Rejected,NA,Kolkata
LN425863,Applicant Reddy,34,M,22266,250000,Car Loan,Retired,626,3,36,,Canara Bank,22-02-2023,Rejected,NA,mumbai
LN375050,Applicant Patel,26,M,61705,305000,Loan Against Property,SALARIED,885,3,24,12.32,Kotak Mahindra,22/02/2023,Approved,No,New Delhi
LN667764,Applicant Singh,38,Other,30806,335000,car loan,Business Owner,593,2,180,14.22,IndusInd Bank,2/22/2023,Approved,No,Bengaluru
LN382835,Applicant Yadav,51,F,282514,1971000,Home Loan,Salaried,895,2,180,21.11,Bank of Baroda,23-02-2023,Approved,No,mumbai
LN623369,Applicant Singh,36,F,28035,294000,Medical Emergency Loan,Business Owner,618,2,12,16.76,HDFC Bank,23/02/2023,Rejected,NA,Chennai
LN309160,Applicant Yadav,23,F,386773,1729000,Car Loan,Salaried,571,4,24,11.08,Federal Bank,2/23/2023,Rejected,NA,Mumbai
LN940961,Applicant Gupta,51,F,442462,1660000,Home loan,Freelancer,627,,60,8.65,HDFC Bank,23-02-2023,Rejected,NA,Bengaluru
LN387344,Applicant Yadav,58,F,27362,287000,Business Loan,self-employed,514,2,60,17.51,Canara Bank,24/02/2023,Rejected,NA,Jaipur
LN195875,Applicant Kumar,37,F,66451,274000,Two Wheeler Loan,Government Employee,395,4,120,21,IDFC First Bank,2/24/2023,Rejected,NA,Lucknow
LN429483,Applicant Verma,25,F,327644,3100000,Two Wheeler Loan,Business Owner,562,2,60,21.62,Kotak Mahindra,24-02-2023,Approved,No,chennai
LN527218,Applicant Sharma,36,F,23427,128000,Education Loan,salaried,686,0,240,21.08,Kotak Mahindra,25/02/2023,Rejected,NA,Chennai
LN965272,Applicant Patel,37,F,23680,225000,HOME LOAN,self-employed,676,0,12,15.97,Federal Bank,2/25/2023,Rejected,NA,New Delhi
LN846578,Applicant Gupta,51,F,58441,647000,personal loan,Self Employed,320,1,60,13.73,Punjab National Bank,25-02-2023,Approved,Yes,New Delhi
LN271090,Applicant Sharma,36,M,61010,721000,personal loan,SALARIED,367,0,36,23.59,Bank of Baroda,25/02/2023,Rejected,NA,Ahmedabad
LN706969,Applicant Kumar,41,F,15404,86000,Loan Against Property,freelancer,575,,84,22.72,Federal Bank,2/26/2023,Approved,Yes,New Delhi
LN927740,Applicant Joshi,61,M,25150,143000,Personal Loan,Self Employed,794,2,12,,Axis Bank,26-02-2023,Approved,No,Lucknow
LN720838,Applicant Yadav,59,F,41939,495000,HOME LOAN,Freelancer,605,1,24,14.6,IndusInd Bank,26/02/2023,Rejected,NA,Mumbai
LN624012,Applicant Yadav,57,M,23096,245000,Business Loan,Self-Employed,683,3,240,23.56,Canara Bank,2/27/2023,Approved,No,New Delhi
LN451649,Applicant Verma,61,F,106928,262000,Business Loan,Homemaker,786,3,240,13.67,Punjab National Bank,27-02-2023,Rejected,NA,Kolkata
LN123354,Applicant Kumar,30,F,66062,511000,Personal Loan,self-employed,448,0,24,18.79,SBI,27/02/2023,Rejected,NA,New Delhi
LN345319,Applicant Joshi,52,F,30481,116000,HOME LOAN,Self-Employed,635,1,48,12.36,Punjab National Bank,2/27/2023,Pending,NA,Chennai
LN929343,Applicant Reddy,45,M,28260,337000,Car Loan,Self-Employed,629,,36,21.29,SBI,28-02-2023,Rejected,NA,New Delhi
LN500667,Applicant Gupta,53,F,430040,1458000,car loan,freelancer,668,3,180,21.69,Kotak Mahindra,28/02/2023,Approved,No,Kolkata
LN428010,Applicant Reddy,59,M,28339,215000,Business Loan,Self Employed,613,3,12,15.9,Punjab National Bank,2/28/2023,Approved,No,Bengaluru
LN390267,Applicant Gupta,57,F,26127,226000,HOME LOAN,Salaried,848,0,240,16.78,HDFC Bank,1/3/2023,Approved,No,mumbai
LN300159,Applicant Gupta,58,F,19673,224000,Business Loan,Govt Employee,651,0,48,23.15,ICICI Bank,1/3/2023,Rejected,NA,Hyderabad
LN179912,Applicant Gupta,58,M,79153,829000,car loan,Business Owner,619,1,180,9.84,Federal Bank,3/1/2023,Approved,No,Lucknow
LN717543,Applicant Mehta,48,F,351038,1565000,Personal Loan,SALARIED,599,0,180,,Bank of Baroda,1/3/2023,Approved,No,mumbai
LN670967,Applicant Mehta,35,M,283127,2188000,Home loan,Govt Employee,507,0,84,16.22,Kotak Mahindra,2/3/2023,Rejected,NA,Lucknow
LN721299,Applicant Sharma,28,M,69692,804000,Home loan,,486,4,240,20.97,Yes Bank,3/2/2023,Rejected,NA,Chennai
LN248378,Applicant Mehta,21,M,29309,274000,Two Wheeler Loan,Retired,898,0,180,20.33,IDFC First Bank,2/3/2023,Approved,No,Bengaluru
LN445582,Applicant Verma,30,F,16605,148000,Two Wheeler Loan,,838,1,36,17.43,IndusInd Bank,3/3/2023,Approved,No,Jaipur
LN580564,Applicant Gupta,55,F,43395,414000,Home loan,SALARIED,884,0,84,10.07,Federal Bank,3/3/2023,Approved,No,chennai
LN906266,Applicant Patel,53,F,38636,202000,personal loan,Salaried,649,0,24,14.2,Canara Bank,3/3/2023,Pending,NA,chennai
LN957081,Applicant Verma,36,M,216998,2016000,Loan Against Property,,892,4,12,9,Yes Bank,3/3/2023,Approved,No,Kolkata
LN267178,Applicant Verma,34,M,26151,113000,Medical Emergency Loan,Business Owner,667,1,60,9.98,IndusInd Bank,3/4/2023,Approved,Yes,mumbai
LN913294,Applicant Yadav,25,M,25738,162000,Medical Emergency Loan,Self Employed,859,3,120,,IDFC First Bank,4/3/2023,Approved,No,Pune
LN868598,Applicant Singh,36,M,17797,194000,Personal Loan,Homemaker,821,4,84,13.01,Punjab National Bank,4/3/2023,Approved,No,Jaipur
LN704821,Applicant Patel,41,F,20588,45000,personal loan,Salaried,396,0,48,14.76,HDFC Bank,3/4/2023,Approved,No,Mumbai
LN485028,Applicant Mehta,31,M,67573,415000,Loan Against Property,salaried,711,2,48,19.39,IDFC First Bank,5/3/2023,Approved,No,chennai
LN901903,Applicant Singh,27,M,27042,126000,HOME LOAN,salaried,812,4,240,7.88,Punjab National Bank,5/3/2023,Approved,No,New Delhi
LN927297,Applicant Patel,28,M,68559,273000,Car Loan,Government Employee,631,4,36,21.89,Kotak Mahindra,3/5/2023,Rejected,NA,New Delhi
LN303069,Applicant Gupta,37,M,29231,304000,Medical Emergency Loan,Freelancer,565,1,24,23.87,Yes Bank,6/3/2023,Approved,Yes,Chennai
LN227646,Applicant Patel,50,M,300931,2698000,Personal Loan,Freelancer,720,3,84,23.41,Axis Bank,6/3/2023,Approved,No,Chennai
LN534222,Applicant Reddy,34,F,17368,54000,HOME LOAN,Freelancer,844,3,12,14.51,IndusInd Bank,3/6/2023,Approved,No,Mumbai
LN834500,Applicant Joshi,64,F,23647,164000,Two Wheeler Loan,salaried,577,3,24,14.09,HDFC Bank,6/3/2023,Approved,No,Hyderabad
LN750606,Applicant Joshi,53,F,245268,1636000,Home Loan,,878,4,48,16.12,IDFC First Bank,7/3/2023,Approved,No,Chennai
LN748217,Applicant Mehta,44,M,56572,194000,Personal Loan,Retired,566,2,240,18.47,ICICI Bank,3/7/2023,Rejected,NA,chennai
LN842614,Applicant Joshi,27,M,488808,4887000,Gold Loan,Self Employed,783,1,48,12.08,Axis Bank,7/3/2023,Approved,No,New Delhi
LN911068,Applicant Singh,58,M,66221,375000,Medical Emergency Loan,Self Employed,576,2,36,18.31,Bank of Baroda,8/3/2023,Rejected,NA,New Delhi
LN914501,Applicant Sharma,35,F,58841,566000,Gold Loan,Self-Employed,835,3,12,12.6,SBI,3/8/2023,Approved,No,Kolkata
LN533125,Applicant Verma,63,F,58071,228000,Home loan,Freelancer,322,4,180,18.4,IndusInd Bank,8/3/2023,Rejected,NA,Ahmedabad
LN667679,Applicant Patel,45,F,134575,693000,Loan Against Property,,790,3,48,18.27,Kotak Mahindra,8/3/2023,Approved,No,Bengaluru
LN382015,Applicant Reddy,37,M,18157,54000,personal loan,Retired,634,2,24,7.51,SBI,3/9/2023,Approved,No,Ahmedabad
LN308829,Applicant Singh,53,Other,17891,61000,Loan Against Property,Homemaker,605,3,120,21.88,Canara Bank,9/3/2023,Approved,Yes,pune
LN394781,Applicant Reddy,22,M,200987,2177000,car loan,freelancer,566,0,12,10.68,ICICI Bank,9/3/2023,Rejected,NA,mumbai
LN351518,Applicant Verma,59,F,353264,1092000,Home Loan,Self-Employed,826,,36,23.88,IDFC First Bank,3/10/2023,Approved,No,New Delhi
LN572984,Applicant Verma,30,F,28184,83000,Business Loan,Salaried,663,2,60,16.58,SBI,10/3/2023,Rejected,NA,Bengaluru
LN977119,Applicant Patel,34,F,15235,174000,Home loan,Govt Employee,792,0,120,13.88,IDFC First Bank,10/3/2023,Approved,Yes,Mumbai
LN672815,Applicant Yadav,32,F,15419,130000,Home loan,freelancer,647,3,36,9.01,IDFC First Bank,3/10/2023,Approved,No,New Delhi
LN298832,Applicant Kumar,37,F,16062,48000,Gold Loan,Salaried,683,1,48,18.74,Bank of Baroda,11/3/2023,Rejected,NA,New Delhi
LN636668,Applicant Yadav,34,F,18436,216000,Gold Loan,Self-Employed,384,1,60,,Federal Bank,11/3/2023,Approved,No,Lucknow
LN949403,Applicant Joshi,30,F,67198,233000,Car Loan,Govt Employee,521,1,24,23.39,Axis Bank,3/11/2023,Rejected,NA,mumbai
LN328986,Applicant Sharma,64,M,254037,2455000,Home loan,Government Employee,784,4,240,,Kotak Mahindra,12/3/2023,Approved,No,Ahmedabad
LN126126,Applicant Singh,59,F,177852,418000,Loan Against Property,Salaried,794,,120,9.55,Yes Bank,12/3/2023,Approved,Yes,Lucknow
LN297141,Applicant Mehta,60,Other,31759,262000,Gold Loan,SALARIED,403,0,24,15.05,HDFC Bank,3/12/2023,Rejected,NA,Bengaluru
LN621993,Applicant Singh,49,F,423567,3163000,Personal Loan,SALARIED,471,2,84,14.83,Axis Bank,12/3/2023,Rejected,NA,pune
LN151143,Applicant Mehta,26,F,54557,223000,Loan Against Property,,491,0,120,19.19,Kotak Mahindra,13/03/2023,Rejected,NA,New Delhi
LN311126,Applicant Reddy,60,M,61910,522000,car loan,Retired,785,3,48,12,Axis Bank,3/13/2023,Approved,No,Mumbai
LN494079,Applicant Verma,51,F,39130,320000,Gold Loan,SALARIED,310,4,48,21.3,ICICI Bank,13-03-2023,Rejected,NA,chennai
LN350267,Applicant Joshi,57,M,140948,1407000,Gold Loan,self-employed,477,4,180,23.03,Kotak Mahindra,14/03/2023,Rejected,NA,New Delhi
LN212264,Applicant Verma,29,M,23800,256000,HOME LOAN,Government Employee,507,3,24,16.61,HDFC Bank,3/14/2023,Rejected,NA,Pune
LN912062,Applicant Kumar,63,F,22543,160000,Loan Against Property,Self-Employed,568,2,24,22.8,Yes Bank,14-03-2023,Pending,NA,New Delhi
LN294774,Applicant Mehta,53,F,67334,465000,Home loan,self-employed,689,4,24,12.87,Yes Bank,14/03/2023,Approved,No,chennai
LN299634,Applicant Kumar,27,F,397247,3264000,Personal Loan,freelancer,359,3,24,12.74,SBI,3/15/2023,Rejected,NA,Jaipur
LN651263,Applicant Patel,58,M,74859,696000,Home loan,Retired,467,3,120,,IDFC First Bank,15-03-2023,Rejected,NA,New Delhi
LN515561,Applicant Gupta,28,F,40682,226000,Medical Emergency Loan,,823,3,48,14.83,Bank of Baroda,15/03/2023,Approved,No,Bengaluru
LN439155,Applicant Sharma,54,M,28545,201000,Car Loan,Salaried,734,3,60,12.06,IDFC First Bank,3/16/2023,Approved,No,mumbai
LN392578,Applicant Yadav,37,F,120583,947000,car loan,Freelancer,586,1,180,12.61,IDFC First Bank,16-03-2023,Approved,No,New Delhi
LN314200,Applicant Kumar,37,F,343427,4081000,Loan Against Property,,834,2,120,21.23,ICICI Bank,16/03/2023,Approved,No,mumbai
LN211518,Applicant Yadav,50,F,283196,2231000,Medical Emergency Loan,Freelancer,739,3,180,18.18,Punjab National Bank,3/16/2023,Approved,No,New Delhi
LN806122,Applicant Patel,38,F,197886,839000,Education Loan,,331,1,60,20.56,IDFC First Bank,17-03-2023,Rejected,NA,Kolkata
LN766794,Applicant Singh,59,M,154965,1221000,Two Wheeler Loan,Government Employee,633,1,180,14.31,Canara Bank,17/03/2023,Rejected,NA,New Delhi
LN612231,Applicant Verma,35,M,21863,223000,Home Loan,Retired,845,0,12,22.99,ICICI Bank,3/17/2023,Approved,Yes,Bengaluru
LN183017,Applicant Gupta,40,M,114518,1211000,personal loan,Self Employed,662,3,60,,IndusInd Bank,18-03-2023,Approved,No,Mumbai
LN214940,Applicant Yadav,45,M,21544,215000,Personal Loan,SALARIED,891,,24,8.09,Kotak Mahindra,18/03/2023,Approved,No,Chennai
LN340520,Applicant Reddy,34,F,26139,284000,HOME LOAN,Retired,601,0,60,13.52,Canara Bank,3/18/2023,Pending,NA,Lucknow
LN947145,Applicant Yadav,47,F,43673,234000,Gold Loan,Govt Employee,842,0,24,8.72,Yes Bank,18-03-2023,Rejected,NA,Bengaluru
LN357097,Applicant Joshi,55,M,15760,112000,Gold Loan,Homemaker,322,3,84,11.42,HDFC Bank,19/03/2023,Rejected,NA,Hyderabad
LN231505,Applicant Singh,48,F,19499,191000,Gold Loan,SALARIED,738,4,240,22.77,HDFC Bank,3/19/2023,Rejected,NA,New Delhi
LN577092,Applicant Kumar,26,M,19175,89000,Home Loan,SALARIED,590,1,24,22.28,Punjab National Bank,19-03-2023,Pending,NA,pune
LN840068,Applicant Singh,61,M,335158,1916000,Home loan,Self-Employed,736,4,24,,IDFC First Bank,20/03/2023,Rejected,NA,Kolkata
LN109414,Applicant Sharma,51,F,25478,263000,Home Loan,SALARIED,312,0,36,8.09,HDFC Bank,3/20/2023,Rejected,NA,Ahmedabad
LN160115,Applicant Joshi,34,F,72685,705000,HOME LOAN,Retired,702,4,60,18.16,Punjab National Bank,20-03-2023,Approved,No,Chennai
LN977255,Applicant Reddy,36,M,50733,594000,Home Loan,salaried,626,4,240,11.39,IndusInd Bank,20/03/2023,Approved,No,mumbai
LN171312,Applicant Joshi,64,F,35109,420000,Gold Loan,Homemaker,475,3,36,7.54,ICICI Bank,3/21/2023,Rejected,NA,pune
LN955013,Applicant Patel,56,M,28418,125000,car loan,self-employed,892,0,240,21.24,Canara Bank,21-03-2023,Approved,No,pune
LN271468,Applicant Gupta,25,M,156021,1717000,Gold Loan,Salaried,396,2,240,13.84,ICICI Bank,21/03/2023,Rejected,NA,Ahmedabad
LN514956,Applicant Sharma,52,M,29061,86000,Personal Loan,Self Employed,517,1,240,,IndusInd Bank,3/22/2023,Rejected,NA,Mumbai
LN398927,Applicant Reddy,31,M,263852,2401000,Home Loan,,308,3,48,9.3,Kotak Mahindra,22-03-2023,Approved,No,Jaipur
LN798625,Applicant Singh,42,F,17779,75000,Home Loan,self-employed,566,3,84,15.34,Canara Bank,22/03/2023,Approved,No,Mumbai
LN593796,Applicant Yadav,63,M,42201,211000,Two Wheeler Loan,Retired,639,2,24,20.31,SBI,3/22/2023,Approved,No,New Delhi
LN137161,Applicant Yadav,60,M,25674,294000,Car Loan,,559,3,12,12.44,SBI,23-03-2023,Rejected,NA,Hyderabad
LN381193,Applicant Patel,48,M,45282,210000,Car Loan,Salaried,626,0,24,21.16,IndusInd Bank,23/03/2023,Approved,No,chennai
LN215192,Applicant Kumar,26,M,233335,2037000,Education Loan,Business Owner,608,3,48,18.23,Bank of Baroda,3/23/2023,Approved,No,Bengaluru
LN750942,Applicant Reddy,59,F,24795,94000,Gold Loan,Govt Employee,518,3,120,14.35,Kotak Mahindra,24-03-2023,Rejected,NA,New Delhi
LN873883,Applicant Singh,26,F,46920,138000,personal loan,self-employed,565,2,24,15.83,Yes Bank,24/03/2023,Rejected,NA,mumbai
LN683379,Applicant Gupta,40,M,67430,364000,personal loan,freelancer,393,,12,9.34,SBI,3/24/2023,Rejected,NA,Lucknow
LN163102,Applicant Reddy,58,F,489064,4031000,Business Loan,Self-Employed,413,1,36,22.25,ICICI Bank,24-03-2023,Rejected,NA,New Delhi
LN863640,Applicant Singh,24,M,101253,454000,Education Loan,SALARIED,460,,120,22.25,Yes Bank,25/03/2023,Rejected,NA,Hyderabad
LN270423,Applicant Patel,45,M,374746,1874000,Two Wheeler Loan,,473,0,36,13.81,Yes Bank,3/25/2023,Rejected,NA,Chennai
